Journal,ISSN,CN,Publisher,Frequency,Language,Founded,Discipline,SubDiscipline,IF_Composite,IF_Comprehensive,CSCD_Core,CSCD_Extended,PKU_Core,CSSCI,CSSCI_Extended,AMI_Authority,AMI_Core,AMI_Extended,AMI_Archive,SCI_Indexed,EI_Indexed,CSTPCD,Index_Labels
儿童音乐,0421-3653,11-1656/J,中国音乐家协会,双月,中文,1957.0,,,,,,,,,,,,,,,,,
俄罗斯文化评论,,,首都师范大学文学院,年刊,中文,2006.0,,,,,,,,,,,,,,,,,
读者欣赏(理论版),1671-4830,62-1163/Z,读者出版传媒股份有限公司,月刊,中文,2011.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
多彩贵州文化学刊,,,贵州民族大学,年刊,中文,2016.0,,,,,,,,,,,,,,,,,
敦煌学国际联络委员会通讯,,,敦煌学国际联络委员会;中国敦煌吐鲁番学会;首都师范大学古文献研究中心,年刊,中文,2002.0,,,,,,,,,,,,,,,,,
敦煌吐鲁番研究,,,中国敦煌吐鲁番学会等,年刊,中文,1995.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
对外汉语研究,,,上海师范大学《对外汉语研究》编委会,半年,中文,2005.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
对外汉语教学与研究,,,南京大学海外教育学院,年刊,中文,2009.0,,,,,,,,,,,,,,,,,
对联,2096-5214,14-1389/I,山西日报传媒(集团)有限责任公司,半月,中文,1985.0,,,,,,,,,,,,,,,,,
都会遗踪,,,上海市历史博物馆;上海革命历史博物馆,季刊,中文,2008.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
东亚文学与文化研究,,,中国社会科学出版社,年刊,中文,2010.0,,,,,,,,,,,,,,,,,
东亚文明,,,南京师范大学文物与博物馆学系,年刊,中文,2019.0,,,,,,,,,,,,,,,,,
东亚佛学评论,,,中央民族大学东亚佛教研究中心,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
复旦外国语言文学论丛,,,复旦大学外文学院,季刊,中文,1988.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
复旦汉学论丛,,,复旦大学国际文化交流学院,年刊,中文,1997.0,,,,,,,,,,,,,,,,,
佛学研究,,11-3346/B,中国佛教文化研究所,半年,中文,1992.0,哲学与人文科学,宗教,,,False,False,False,False,True,False,False,True,False,False,False,False,CSSCI扩展版
佛教文化研究,,,南京大学东方哲学与宗教文化研究中心,半年,中文,2015.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
佛教文化,1004-2881,11-2619/B,中国佛教文化研究所,双月,中文,1989.0,哲学与人文科学,宗教,,,,,,,,,,,,,,,
疯狂英语(双语世界),2096-8507,36-1292/H,江西教育出版社有限责任公司,季刊,中文,2004.0,,,,,,,,,,,,,,,,,
风流一代,1004-0145,32-1071/C,江苏省青少年研究所(共青团江苏省委新媒体发展中心),旬刊,中文,1953.0,,,,,,,,,,,,,,,,,
非洲语言文化研究,,,北京外国语大学非洲学院,半年,中文,2021.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
非遗传承研究,,,上海师范大学;中西书局,季刊,中文,2016.0,,,,,,,,,,,,,,,,,
非物质文化遗产研究集刊,,,浙江师范大学；浙江省非物质文化遗产研究基地,年刊,中文,2008.0,,,,,,,,,,,,,,,,,
非通用语研究,,,四川外国语大学,年刊,中文,2020.0,,,,,,,,,,,,,,,,,
法语国家与地区研究,2096-4919,10-1518/D,北京外国语大学,季刊,中文,1980.0,哲学与人文科学,外国语言文字,,,False,False,False,False,False,False,False,False,False,False,False,False,
翻译史论丛,,,中国英汉语比较研究会翻译史研究专业委员会;广西民族大学,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
翻译与传播,,,北京语言大学外国语学部,半年,中文,2020.0,,,,,,,,,,,,,,,,,
翻译研究与教学,,,中国英汉语比较研究会翻译传译专业委员会,半年,中文,2018.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
翻译论坛,,,江苏省翻译协会,季刊,中文,2014.0,,,,,,,,,,,,,,,,,
翻译跨学科研究,,,北京语言大学外国语学部,半年,中文,2021.0,,,,,,,,,,,,,,,,,
广州大典研究,,,广州大典研究中心,半年,中文,2018.0,,,,,,,,,,,,,,,,,
广西文博,,,广西文物局;广西博物馆,年刊,中文,2017.0,,,,,,,,,,,,,,,,,
广西地方志,1003-434X,45-1034/K,广西壮族自治区地方志编纂委员会办公室;广西地方志协会,双月,中文,1982.0,哲学与人文科学,中国民族与地方史志,,,False,False,False,False,False,False,False,False,True,False,False,False,
广东艺术,1007-0400,44-1422/J,广东省艺术研究所,双月,中文,1993.0,哲学与人文科学,文史哲综合,,,,,,,,,,,,,,,
广东史志,,44-1086/K,广东省地方史志办公室,季刊,中文,1984.0,哲学与人文科学,中国民族与地方史志,,,,,,,,,,,,,,,
古文字研究,,,中国古文字研究会;吉林大学中国古文字研究中心,年刊,中文,1979.0,,,,,,,,,,,,,,,,,
公众考古学,,,首都师范大学公众考古学中心,年刊,中文,2020.0,,,,,,,,,,,,,,,,,
功能路径翻译研究,,,北京第二外国语学院高级翻译学院,年刊,中文,2022.0,,,,,,,,,,,,,,,,,
躬耕,1671-1432,41-1324/I,南阳市文学艺术界联合会,月刊,中文,1978.0,,,,,,,,,,,,,,,,,
贡嘎山(汉文版),1006-0634,51-1084/G0,甘孜州文学艺术界联合会,双月,中文,1980.0,,,,,,,,,,,,,,,,,
格言(校园版),2096-2649,23-1597/G4,黑龙江格言杂志社有限公司,旬刊,中文,2016.0,,,,,,,,,,,,,,,,,
歌剧,1672-3821,31-1917/J,上海歌剧院,月刊,中文,1984.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
歌海,1007-4910,45-1228/J,广西壮族自治区民族文化艺术研究院,双月,中文,1991.0,哲学与人文科学,音乐舞蹈,,,,,,,,,,,,,,,
歌唱艺术,2096-1502,10-1402/J,人民音乐出版社有限公司,月刊,中文,2011.0,哲学与人文科学,音乐舞蹈,,,,,,,,,,,,,,,
高句丽与东北民族研究,,,通化师范学院高句丽研究院,年刊,中文,2008.0,,,,,,,,,,,,,,,,,
高等日语教育,,,外语教学与研究出版社,半年,中文,2018.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
钢琴艺术,1006-9844,11-3779/J,人民音乐出版社有限公司,月刊,中文,1996.0,哲学与人文科学,音乐舞蹈,,,,,,,,,,,,,,,
芙蓉,1004-3691,43-1079/I,湖南文艺出版社有限责任公司,双月,中文,1980.0,,,,,False,False,True,False,False,False,False,False,False,False,False,False,北大核心
国际日本研究,,,北京第二外国语学院国际日本研究中心,年刊,中文,2022.0,,,,,,,,,,,,,,,,,
国际汉语教育研究,,,高等教育出版社有限公司,年刊,中文,2011.0,,,,,,,,,,,,,,,,,
国际汉语学报,,,厦门大学海外教育学院;厦门大学海外文化研究所;新侨研究院,半年,中文,2010.0,,,,,,,,,,,,,,,,,
国际汉语文化研究,,,四川大学海外教育学院,年刊,中文,2016.0,,,,,,,,,,,,,,,,,
国际汉语教育,,,北京外国语大学,半年,中文,2002.0,,,,,,,,,,,,,,,,,
国际汉语,,,中山大学国际汉语教材研发与培训基地;中山大学中国语言文学系,年刊,中文;英文,2011.0,,,,,,,,,,,,,,,,,
国际汉学集刊,,,中国社会科学出版社,年刊,中文,2007.0,,,,,,,,,,,,,,,,,
国际汉学(辑刊),,,大象出版社有限公司,半年,中文,1996.0,,,,,,,,,,,,,,,,,
国画家,1005-6912,12-1208/J,天津人民美术出版社有限公司,双月,中文,1979.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
鼓浪屿研究,,,厦门市社会科学界联合会;厦门大学人文学院;厦门市社会科学院,半年,中文,2015.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
贵阳文史,1007-6778,52-1104/K,贵阳市政协文化文史与学习委员会,双月,中文,1981.0,哲学与人文科学,中国民族与地方史志,,,,,,,,,,,,,,,
桂学研究,,,广西师范大学文学院/新闻与传播学院,半年,中文,2014.0,,,,,,,,,,,,,,,,,
故宫学刊,,,故宫博物院,半年,中文,2003.0,,,,,,,,,,,,,,,,,
古典文学知识,1006-9917,32-1101/I,江苏凤凰出版社有限公司,双月,中文,1986.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
古典文学研究,,,中国海洋大学;中国传统文化研究中心,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
古典文献研究,,,南京大学古典文献研究所,半年,中文,1989.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
古代文学前沿与评论,,,中国社会科学院文学研究所古代文学学科,半年,中文,2018.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
古代文学理论研究,,,华东师范大学中文系,半年,中文,1979.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
古代文明(辑刊),,,北京大学中国考古学研究中心,年刊,中文,2002.0,,,,,,,,,,,,,,,,,
动漫研究,,,四川动漫研究中心,年刊,中文,2015.0,,,,,,,,,,,,,,,,,
电影创作,0257-0173,11-1468,北京电影制片厂,双月,中文,1979.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
当代中国话语研究,,,高等教育出版社,年刊,中文;英文,2013.0,,,,,,,,,,,,,,,,,
大舞台,1003-1200,13-1004/J,河北省艺术研究所,双月,中文,1958.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
词学,,,华东师范大学中文系;华东师范大学出版社,半年,中文,1981.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
词刊,1003-174X,11-1657/J,中国音乐家协会,月刊,中文,1980.0,,,,,,,,,,,,,,,,,
出土文献与古文字研究,,,复旦大学出土文献与古文字研究中心,年刊,中文,2006.0,,,,,,,,,,,,,,,,,
出土文献综合研究集刊,,,西南大学出土文献综合研究中心;西南大学汉语言文献研究所,半年,中文,2014.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
出土文献研究,,,中国文化遗产研究院,年刊,中文,1985.0,,,,,,,,,,,,,,,,,
春秋,1672-5794,37-1417/K,《联合日报》社,双月,中文,1993.0,哲学与人文科学,文史哲综合,,,,,,,,,,,,,,,
出版人,1673-0119,43-1455/G2,中南出版传媒集团股份有限公司,月刊,中文,2004.0,,,,,,,,,,,,,,,,,
传统中国研究集刊,,,上海社会科学院历史研究所,半年,中文,2006.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
传统文化与现代化,1004-8618,11-3175/G2,国务院古籍整理出版规划小组,双月,中文,1993.0,哲学与人文科学,文化,,,,,,,,,,,,,,,
传奇.传记文学选刊(教学研究),1007-8215,34-1020/I,安徽省文学艺术界联合会,月刊,中文,1984.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
创作评谭,1005-796X,36-1080/I,江西省文学艺术界联合会,双月,中文,1988.0,哲学与人文科学,中国文学,,,,,,,,,,,,,,,
晨刊,1674-4535,31-1993/N,上海报业集团,双月,中文,2006.0,哲学与人文科学,文化,,,,,,,,,,,,,,,
城市国学讲坛,,,广州城市职业学院,年刊,中文,2008.0,,,,,,,,,,,,,,,,,
城市地理,1674-2508,50-1192/K,重庆市规划展览馆,月刊,中文,2008.0,,,,,,,,,,,,,,,,,
成都考古研究,,,成都文物考古研究所,年刊,中文,2009.0,,,,,,,,,,,,,,,,,
成都考古发现,,,成都文物考古研究所,年刊,中文,2001.0,,,,,,,,,,,,,,,,,
潮学研究,,,国际潮学研究会;韩山师范学院潮学研究院,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
朝鲜·韩国历史研究,,,中国朝鲜史研究会；山东大学（威海）韩国学院；延边大学朝鲜半岛研究院历史研究所,年刊,中文,1980.0,,,,,,,,,,,,,,,,,
当代油画,,,北京龙吟雅风视觉艺术中心,季刊,中文,2012.0,,,,,,,,,,,,,,,,,
当代艺术与投资,1003-9341,15-1078/Z,内蒙古日报社,月刊,中文,2007.0,哲学与人文科学,美术书法雕塑与摄影,,,,,,,,,,,,,,,
当代艺术,,,陕西当代文化艺术设计有限公司,季刊,中文,2006.0,,,,,,,,,,,,,,,,,
当代音乐,1007-2233,22-1414/J,吉林省音乐家协会;吉林音像出版社有限责任公司,月刊,中文,1985.0,哲学与人文科学,音乐舞蹈,,,False,False,False,False,False,False,False,False,True,False,False,False,
当代戏剧,1002-171X,61-1040/J,陕西省戏剧家协会,双月,中文,1958.0,哲学与人文科学,戏剧电影与电视艺术,,,False,False,False,False,False,False,False,False,True,False,False,False,
当代小说,1000-7946,37-1068/I,济南市文学艺术界联合会,月刊,中文,1979.0,,,,,,,,,,,,,,,,,
当代舞蹈艺术研究,2096-3084,31-2131/J,上海戏剧学院;上海大学,季刊,中文,2016.0,哲学与人文科学,音乐舞蹈,,,False,False,False,False,False,False,False,True,False,False,False,False,
当代手工艺,,,北京美陶源文化传播有限责任公司,季刊,中文,2014.0,,,,,,,,,,,,,,,,,
当代世界文学(中国版),,,中国社会科学出版社,年刊,中文,2006.0,,,,,,,,,,,,,,,,,
当代儒学,,,四川思想家研究中心,半年,中文,2011.0,,,,,,,,,,,,,,,,,
当代日本中国研究,,,早稻田大学现代中国研究所,半年,中文,2013.0,,,,,,,,,,,,,,,,,
当代美术家,1005-3255,50-1027/J,四川美术学院,双月,中文,1984.0,哲学与人文科学,美术书法雕塑与摄影,,,False,False,False,False,False,False,False,True,False,False,False,False,
当代动画,2096-6032,10-1582/G2,中国电影艺术研究中心;北京电影学院,季刊,中文,2018.0,哲学与人文科学,戏剧电影与电视艺术,,,False,False,False,False,False,False,False,True,False,False,False,False,
当代比较文学,,,北京语言大学比较文学研究所,半年,中文,2017.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
当代,0257-0165,11-1282/I,人民文学出版社有限公司,双月,中文,1979.0,,,,,False,False,True,False,False,False,False,False,False,False,False,False,北大核心
大连近代史研究,,,大连市近代史研究所;旅顺日俄监狱旧址博物馆,年刊,中文,2004.0,,,,,,,,,,,,,,,,,
大连城市历史文化研究,,,北方联合出版传媒(集团)股份有限公司,年刊,中文,2017.0,,,,,,,,,,,,,,,,,
大理民族文化研究论丛,,,大理学院民族文化研究院,年刊,中文,2004.0,,,,,,,,,,,,,,,,,
大观(论坛),2095-8250,41-1431/J,开封东京文学文化传媒有限责任公司,月刊,中文,2014.0,,,,,,,,,,,,,,,,,
大观,2095-8250,41-1431/J,开封东京文学文化传媒有限责任公司,月刊,中文,2014.0,,,,,,,,,,,,,,,,,
电视指南,1673-7547,11-5054/J,中国广播影视出版社有限公司,半月,中文,2006.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
德语人文研究,2095-6150,10-1069/H,北京外国语大学,半年,中文,1979.0,哲学与人文科学,外国语言文字,,,False,False,False,False,False,False,False,True,False,False,False,False,
德国哲学,,,湖北大学哲学学院;湖北省哲学史学会,半年,中文,1986.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
大足学刊,,,大足石刻研究院;四川美术学院大足学研究院,年刊,中文,2016.0,,,,,,,,,,,,,,,,,
大众心理学,1004-6100,31-1228/G3,华东师范大学,月刊,中文,1982.0,,,,,,,,,,,,,,,,,
大众书法,2096-0611,15-1372/J,实践杂志社,双月,中文,2015.0,,,,,,,,,,,,,,,,,
大艺术,,,川音成都美术学院,半年,中文,2003.0,,,,,,,,,,,,,,,,,
大音,,,上海音乐学院中国仪式音乐研究中心,半年,中文,2009.0,,,,,,,,,,,,,,,,,
大学语文论丛,,,湖北大学文学院;湖北省大学语文研究会,半年,中文,2021.0,,,,,,,,,,,,,,,,,
大学英语(学术版),1000-0445,11-1127/H,北京航空航天大学;北京高教学会大学英语研究会,半年,中文,2002.0,哲学与人文科学,外国语言文字,,,,,,,,,,,,,,,
大学书法,2096-7616,41-1454/J29,郑州大学,双月,中文,2019.0,哲学与人文科学,美术书法雕塑与摄影,,,False,False,False,False,False,False,False,False,False,False,False,False,
大西南文学论坛,,,四川师范大学,年刊,中文,2016.0,,,,,,,,,,,,,,,,,
大西北文学与文化,,,陕西师范大学人文社会科学高等研究院,半年,中文,2020.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
大舞台(双月号),1003-1200,13-1004/J,河北省艺术研究所,双月,中文,2008.0,哲学与人文科学,戏剧电影与电视艺术,,,,,,,,,,,,,,,
道教学刊,,,中国人民大学宗教高等研究院,半年,中文,2018.0,,,,,,,,,,,,,,,,,
道家文化研究,,,北京大学道家研究中心;(青松观)香港道教学院,年刊,中文,1992.0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,
